pid,Review Text,Review Rating,Review Date,Reviewer Name
RFRGPTYNHVCBZQXP,Best product this segment,5,01-07-2025,Nilesh Dangele
RFRGPTYNHVCBZQXP,Superb,5,01-07-2025,Flipkart Customer
RFRGPTYNHVCBZQXP,The product is very good and man who installed the fridge is very kind but the dilivery man was not good,5,01-05-2025,Manish kumar Singh
IRNGYYSFMBAQXFFG,Good product but MRP different type.,4,01-02-2020,Flipkart Customer
IRNGYYSFMBAQXFFG,v good product and nice desining thanks to flipkart fast delivery Havells excellent product....,5,01-01-2020,Flipkart Customer
IRNGYYSFMBAQXFFG,Good product,5,01-05-2021,Biswanath Das
IRNGYYSFMBAQXFFG,Very Nice product,5,01-04-2023,Anup Kumar Mishra
IRNGYYSFMBAQXFFG,Awesome finishing and quality and same as shown in pic best thing is it reliable product,5,01-07-2019,Usman Ali
IRNGYYSFMBAQXFFG,This iron is works very fast and the led indicator is also very bright and the design is simple not much fancy. I prefer it to buy and you will not disappointed.,5,01-08-2021,Sanjay Kumar
IRNGYYSFMBAQXFFG,Good Quality and In time Delivery,5,01-04-2021,BALKRISHN BHARDWAJ
IRNGYYSFMBAQXFFG,It's very good plus it has a light at the top and the wire is also quite long it also has a dial of silk wool and a lot so I think it's worthy so don't wait go buy it,5,01-10-2022,Flipkart Customer
IRNGYYSFMBAQXFFG,"i was little confused before ordering it but is day 2 with it, and i am satisfied with Glydo,
Go it is better than any other in this range..",5,01-04-2019,Sahil Balmiki
IRNGYYSFMBAQXFFG,Nice build quality and good product. If there is any problem i will update my comment.,5,01-03-2024,Andrew Rajpaul
IRNGYYSFMBAQXFFG,Just Awesome,5,01-05-2022,Manikanta Chinthakula
IRNGYYSFMBAQXFFG,Nice and very good product.....thanks flipkart,4,01-10-2020,Naimuddeen Khan
IRNGYYSFMBAQXFFG,Good work i am happy,5,01-04-2022,Rekha Kumari
IRNGYYSFMBAQXFFG,item. was good but that's quality it's perfect,4,01-11-2019,Priya Singh
IRNGYYSFMBAQXFFG,Nice  product look very fine,4,01-08-2023,Navnit kumar Mishra
IRNGYYSFMBAQXFFG,Product great quality super base If clothes brun nothing will stick to it and good ioning also. fast heating. good looking and also it is heavy than other. thermostat is also working good. it has cable with three pin top and length about 2 mtr. Indicator is good looking.,5,01-05-2022,YASH BAGHEL
IRNGYYSFMBAQXFFG,Best product in this price range,5,01-09-2020,Sahil Kedia
IRNGYYSFMBAQXFFG,"This is a very good product
Only a 10 sec for high heating
So am impressed in
Havells product 🤩",5,01-05-2022,Adarsh Kumar
IRNGYYSFMBAQXFFG,looks good,4,01-04-2019,Maneesh Arora
IRNGYYSFMBAQXFFG,Thanks you Flipkart very very good products but pakking very very poouar,5,01-09-2020,HAFSA RANI
IRNGYYSFMBAQXFFG,The Product is very osum..,5,01-04-2024,Deepak Verma
IRNGYYSFMBAQXFFG,Good looking. Best quality,5,01-07-2023,MK PRAVEEN
IRNGYYSFMBAQXFFG,Awesome product,5,01-10-2021,Flipkart Customer
IRNGYYSFMBAQXFFG,", good",4,01-10-2019,Sk selim Ali
IRNGYYSFMBAQXFFG,"The product was awesome
Product Quality Also Good 
I love it",5,01-12-2023,Sabeel Ahmed
IRNGYYSFMBAQXFFG,Good iron box from the brand..but it is slightly on the heavier side then it's other varieties,5,01-04-2021,Subhashree Sahu
IRNGYYSFMBAQXFFG,"It is very good product .
Thankyou so much Flipkart.",5,01-01-2021,Deena Nath Chaurasiya
IRNGYYSFMBAQXFFG,Nice product.....,4,01-02-2020,Inderpal Kaur
IRNGYYSFMBAQXFFG,It was good so far I'll update after using some more time,4,01-12-2023,NANDISH AARYA
IRNGYYSFMBAQXFFG,like it,4,01-09-2022,TARIQUE ANSARI
IRNGYYSFMBAQXFFG,Excellent,5,01-05-2022,VIMAL KUMAR GOND
IRNGYYSFMBAQXFFG,"One of the best product from Havells...
Good heat capacity..",5,01-04-2022,NILESH RAJ
IRNGYYSFMBAQXFFG,Nice product,5,01-04-2019,Flipkart Customer
IRNGYYSFMBAQXFFG,"Superb product, fully satisfied.",4,01-08-2023,Manish Shrivastava
IRNGYYSFMBAQXFFG,Quality purchasing,5,01-05-2023,David Jayapaul
IRNGYYSFMBAQXFFG,Nice product in price segment.,5,01-10-2023,RAJ ALI
IRNGYYSFMBAQXFFG,Good product and easy to use,5,01-06-2022,shahabuddin ansari
IRNGYYSFMBAQXFFG,Super condition,5,01-03-2021,rohan srivastav
IRNGYYSFMBAQXFFG,Super product very powerful,5,01-01-2021,Rinkki Kanojiya
IRNGYYSFMBAQXFFG,Iron is good. It seems like a costly iron. Color is nyc. Not very much light weight. Very light weight irons are not good on clothes. Overall perfect,4,01-10-2021,Chhavi Rani
IRNGYYSFMBAQXFFG,Awesome,4,08-08-2025,Aashima Parveen
IRNGYYSFMBAQXFFG,Good quality,4,08-08-2025,Neelesh Gangwar
IRNGYYSFMBAQXFFG,Good product...,4,20-07-2025,Suraj Kumbhar
IRNGYYSFMBAQXFFG,It seems good . Let me use some days then I will tell more about the product,4,01-05-2025,Flipkart Customer
IRNGYYSFMBAQXFFG,Good Product,4,01-01-2024,Flipkart Customer
IRNGYYSFMBAQXFFG,This iron is very fantastic and very good quality of iron.havells company are very fantastic..,4,01-05-2023,VISHNU CHANDRAVANSHI
IRNGYYSFMBAQXFFG,"Fantastic product,, thanx flipkart. Thanx to delivery person..",4,01-06-2022,Arti Singh
IRNGYYSFMBAQXFFG,Nice product thank U flpkt,4,01-05-2022,Abu saleh
IRNGYYSFMBAQXFFG,Worthy...,4,01-01-2022,Flipkart Customer
IRNGYYSFMBAQXFFG,Nice,4,01-12-2021,Flipkart Customer
MIXGFZFKDE2FJHZV,Value for Money Nice Product,5,01-10-2022,Flipkart Customer
MIXGFZFKDE2FJHZV,"Good product,..",5,01-02-2023,Radha
MIXGFZFKDE2FJHZV,Very good product,5,01-01-2024,Flipkart Customer
MIXGFZFKDE2FJHZV,"*RECOMMENDED*

Pros:
* Light weight
* Easy to use
* Grinds/Blends well
* Blade is sharp and easy to wash
* Cans size is just right and easy to wash
* Value for money

Cons:
* Sound is too loud

If you are someone who is always on go, this is a good option to go with. It's value for money and meet all personal requirements(for me its my Banana Protein Shake).",4,01-05-2024,Prashant Kumar
MIXGFZFKDE2FJHZV,Superb before i am 101 kg ...after this juicer I am 85 only...not eat food n junk food only veggies n juice... Thanks flipkart,5,01-11-2022,Flipkart Customer
MIXGFZFKDE2FJHZV,Awesome... i was not expecting but got really tooo muchhh amazing product... Go and buy it... Perfect product with perfect price...,5,01-04-2023,Flipkart Customer
MIXGFZFKDE2FJHZV,"Good product.value for maney. easy to use .I make beetroot , carrot🥕,nd amla juice and milkshake every day.. customer care service also good..",4,01-02-2025,Flipkart Customer
MIXGFZFKDE2FJHZV,Nice product good mixer,5,01-09-2023,javeed khan
MIXGFZFKDE2FJHZV,"I bought this to make baby food, and i am just loving it. It grinds all sort of fruits veggies and spices. Very good option at very affordable price. And very compact in size. Doesn't take much space in the kitchen. Got 2 jar. I would like to give it 5 *****",5,01-02-2023,Khushwant Kaushik
MIXGFZFKDE2FJHZV,The product was good based on expected. Happy with the product.,4,01-09-2022,Devang Chovatiya
MIXGFZFKDE2FJHZV,"The blender is good working. product are premium
Heavi motor 500 w and company given 24 month waranty. It's best part of this product ..
Both jar are premium well fited ..
This product consider for 1 or 2 person because company say blender run 1 min and stop for 2 min for motor cooling I have use 1 to 1.5 min not complaits.
Compare to prise this product is osm...
Satisfied",4,01-10-2024,anil kasture
MIXGFZFKDE2FJHZV,Perfect product for basoc needs. I am a student living alone and this machine is totally a boon. Highly recommended. Awesome machine if you know how to use.,5,01-06-2023,Aditya Patidar
MIXGFZFKDE2FJHZV,"After one week use it is not working properly,I will suggest you please do not waste your money on this product,buy branded grinder",5,01-07-2023,Flipkart Customer
MIXGFZFKDE2FJHZV,"Got this for 899 which is a steal. Flipkart delivered it within 2 days. It works fantastic, doesn't heat up after use. I made smoothies in it and it's texture is so good.. Highly RECOMMENDED",5,01-05-2025,Subran Yadav
MIXGFZFKDE2FJHZV,"If you're looking for a reliable and affordable
mixer grinder that can handle daily kitchen
tasks with ease, the NutriPro Mixer Grinder
is a great choice. It's especially good for
Indian cooking. For the price, it's worth it.

1. Powerful Motor: With a 500W copor motor, it handles tough ingredients effortlessly. Smooth chutneys and fine masalas are no problem.

2. Multiple Jars: The set comes with 2
jars in various sizes, which is super
convenient. I use the smallest one for
chutneys and the ...
READ MORE",5,01-06-2025,Mitul Savani
MIXGFZFKDE2FJHZV,My base attachment is damaged I told to saller he send me new one I'm impressed to his deal with coustomer complaints thankyou saller and also he gv me one gift  thankyou so much again,5,01-03-2025,Anjum Mansuri
MIXGFZFKDE2FJHZV,Good product,3,01-06-2023,Flipkart Customer
MIXGFZFKDE2FJHZV,I am happy with your product since using it last year of july22,4,01-07-2022,Flipkart Customer
MIXGFZFKDE2FJHZV,Very good,4,01-09-2023,KAUSHIK BARDHAN
MIXGFZFKDE2FJHZV,"The blender was really worth the price and it's user friendly, Quantity of the product was good ,but it has no many features it has only on off option only ,but it can grind hard fruits and vegetables too",4,01-09-2024,Aakash S
MIXGFZFKDE2FJHZV,"After 1 month of use , the motor is damaged and not working",5,01-02-2025,Adarsh Katiyar
MIXGFZFKDE2FJHZV,Good product... Go for it..,5,01-12-2022,Arun Sonawale
MIXGFZFKDE2FJHZV,"Very compact design, easy grinding, push to start, quality jars",5,01-05-2025,Chintala Vikash
MIXGFZFKDE2FJHZV,Great product. Very compact and easy to use,5,01-01-2025,Chirag Agrawal
MIXGFZFKDE2FJHZV,"Wonderful product with the best colour ever, irlt can be used for smoothie,paste, chutneys,dry masala etc . It's an all arounder . Pocket friendly and easy to carry.",5,01-01-2025,Debaratan Mohanty
MIXGFZFKDE2FJHZV,"Grinding very awesome
Got 18 months of warranty
Build quality is nice except wire and switch.
Price is high",5,01-10-2023,Md Talha Alam
MIXGFZFKDE2FJHZV,I love this product...This product is very helpful.for me and my family... Thankyou Flipkart for providing this type of product ...I love the product,5,01-05-2023,Flipkart Customer
MIXGFZFKDE2FJHZV,"It's absolutely valuable product .
Product is good if anyone wants to buying then this will be great option",5,01-05-2025,Amit Kumar
MIXGFZFKDE2FJHZV,"Mind blowing product, everything is osm.
Lovely design, high rpm with least possible noise, easy to carry. Just more than the worth of price. Just go for it guys 
Loved the product.






Without thinking a second, just go for it.",5,01-07-2024,prince kumar
MIXGFZFKDE2FJHZV,The product was awesome as for the price range Highly suggested but if you want more grinding features take the 2 blades...or else not recommended for grinding hard spices,5,01-08-2023,Flipkart Customer
MIXGFZFKDE2FJHZV,Good and great product...!!!,5,01-07-2025,Ritesh Roy
MIXGFZFKDE2FJHZV,Good Product,5,01-09-2023,Hasim Biswas
MIXGFZFKDE2FJHZV,Product is really good. Sound of mixie is very low. Today used for first time and it works fine.,5,01-09-2023,Charu Joshi
MIXGFZFKDE2FJHZV,Average item,3,01-03-2023,Anil Nandigam
MIXGFZFKDE2FJHZV,Amazing experience with nutri pro blender,5,01-12-2024,Anil Khinchi
MIXGFZFKDE2FJHZV,"Good product for daily shakes and juice needs , works good",5,01-06-2023,Sai Pawan
MIXGFZFKDE2FJHZV,Awesome product try this,5,01-05-2023,Sanjib Thakuria
MIXGFZFKDE2FJHZV,"If you're looking for an all-in-one kitchen appliance, the NutriPro 500W Blender, Juicer, and Mixer Grinder is a pretty solid option. It handles everyday tasks like juicing, grinding spices, and blending smoothies without any fuss. Perfect for small families or anyone who just needs a reliable gadget to make life easier in the kitchen.

I have been using it for all kinds of things whether it is grinding masalas, making chutneys, or blending fruit shakes and I've been quite happy with the resu...
READ MORE",5,01-11-2024,Flipkart Customer
MIXGFZFKDE2FJHZV,"Nice product for daily use like making puree, chatni and grind dry chili ,black pepper etc...",4,01-01-2024,Rupali Rastogi
MIXGFZFKDE2FJHZV,Good product.. value for money,4,01-04-2025,Sushant Nhavi
MIXGFZFKDE2FJHZV,"Overall the product is good for juicer,",4,01-01-2025,Sk Nahid Mohammed
MIXGFZFKDE2FJHZV,Very good quality and the motor is Power full durability is also good good material use,5,01-07-2025,MOHD. AMIR SOHAIL
MIXGFZFKDE2FJHZV,Very nice product for juice lover and instant juice I love this product thanks,5,01-11-2024,Flipkart Customer
MIXGFZFKDE2FJHZV,I Love this,5,10-08-2025,Flipkart Customer
MIXGFZFKDE2FJHZV,Excellent product,5,22-07-2025,Flipkart Customer
MIXGFZFKDE2FJHZV,"I just love this product so much that this is the 2nd product from the same company. Easy to use and clean, looks very luxurious in the Golden colour. You can easily grind wet and dry products. Jars quality is also superb. Will highly recommend.",5,01-07-2025,Dhaani Thakur
MIXGFZFKDE2FJHZV,Good product in this price range. Good customer service as well. There was a crack in the jar lid within the warranty period. It was replaced within a week.,5,01-06-2025,Flipkart Customer
MIXGFZFKDE2FJHZV,"Received product in good condition, after sale service is also helpful for warranty related issues.",5,01-06-2025,Saurabh Bahuguna
MIXGFZFKDE2FJHZV,Customer support is very good on this brand Full 5 stars for customer support,5,01-07-2025,Flipkart Customer
MIXGFZFKDE2FJHZV,Excellent performance good for smoothies and juices,5,01-06-2025,Rajeev Melody
ACNH89DZFTRPZDSG,need to provide wifi enable under this amount of ac rest good. IFB TEAM NEED TO CLARIFY YOUR AI SYSTE SO THAT USER NOT CONFUSED AND NOT PROVIDE NEGATIVE FEEDBACK I HIGHLY RECOMMEND ITS BEST IN THE MARKET. THANKYOU IFB AND FLIPKART,5,01-04-2025,BHARTI SINGH
ACNH89DZFTRPZDSG,"IFB AC is a fantastic product.
1. I have all IFB AC’s in my house and they cool the room with great ease.
2.Both the outdoor and indoor unit have a premium look.
3. There is almost ‘Zero’ sound of the AC
4. The service guy called prior to the installation and it was done in less than 24 Hours of delivery.
5. The AC can be used without a stabilizer.
All in all it’s a great buy.",5,01-04-2022,Aju Mathai
ACNH89DZFTRPZDSG,"Product quality is good and effecient.

But flipkar and EKart service is very very poor",4,01-04-2024,Rupesh Singh
ACNH89DZFTRPZDSG,So fast cooling.service delayed but product is good.IFB AC is best among all brands.,5,01-04-2023,Flipkart Customer
ACNH89DZFTRPZDSG,"I would say it is one of the best option in this segment for 40k it will definitely be the one of the best option
Cooling was very quik
Ac noise is ok in low and medium fan settings
Energy efficiency is also very good
Remote is also very nice
Installation is little bit low but its ok not so bad upto me ,it depend on the service persons that allocated to diff areas,im from ap here its gud but not great .
Then actually i bought this ac and lg ac same day what i observe between the both is
1.out...
READ MORE",5,01-04-2021,Madhav krishna mohan
ACNH89DZFTRPZDSG,I bought this product based on reviews and features and find this a great buy. Couple of days now and I find the performance to be satisfactory. The installation was done very nicely by IFB Team- Suresh garu was very good. I would recommend a buy for this product.Definitely I would proudly say Made for india & Made in India.,5,01-03-2021,nagendra kumar k
ACNH89DZFTRPZDSG,Very nice product. Tq u flipkart. Cooling in 10 minute.,5,01-03-2024,Katuka Alekhya
ACNH89DZFTRPZDSG,Excellent,5,01-02-2021,Prakash Dongre
ACNH89DZFTRPZDSG,Very Good Ac.... I Loved It...,5,01-03-2025,Arpan Hazra
ACNH89DZFTRPZDSG,Good quality,4,01-02-2021,Flipkart Customer
ACNH89DZFTRPZDSG,Ac is best air throw like ogeneral. Price vise any day big thumb . Blindly purchase. Long term not idea but currently value for money. First time purchase ifb brand. But product experience best. I own panasonic top model last year 60k unit but airthow best ifb. My model 2025 and manufacture Jan 2025.,5,01-03-2025,Tarang Patel
ACNH89DZFTRPZDSG,Installation services not good other wise products is excellent,4,01-07-2024,Manish Mehra
ACNH89DZFTRPZDSG,Just Wow.. Go for it.. Installation persons were very nice,5,01-03-2021,Palran Biswas
ACNH89DZFTRPZDSG,"There is a drawback in 2024 model AC..... It says AC is 4 way swing but it is only 2 way swing (up n down) the other 2 ways (left and right) are we have to manually set at the indoor unit swing panel..... There are 2 buttons in remote for 2 type of swings but other one will not work with remote we have to set manually at a direction for once, it cannot swing left to right.....

Other than that AC is good, cools faster..... Upto 150sqft room 1.5 ton AC is more than enough",4,01-03-2024,SriRam Reddy
ACNH89DZFTRPZDSG,"Looks like it's not 8 in 1. Can you all confirm its 8 in 1. It looks like another model.




03/03/24.

Sorry. Confirmed it's 8 in 1. Unit. Confirmed with IFB. DEALER. I MAN CAME DEMO TOLD US IT WON'T CHANGE TON. IT'S ONLY1. 5 TON. MORE OVER THERE IS NOTHING MENTION ON UNIT AS 8 IN 1. SORRY FOR THE TROUBLE caused by regarding this.
Thanks for you all.",4,01-05-2024,Ronnie vinoth kumar Kumar
ACNH89DZFTRPZDSG,"My review is based on my last 3 months of use. It is a 5 star AC.
Cooling : it has too many cooling modes but it's super mode is not as I expect it is below the average but yes it's eco mode is very effective.
Energy efficiency: Mostly I used Eco mode , actually it is working far superior to super mode . It is really good . I think it is better than the best.
Design and features: it is Wi-Fi enabled therefore easy to use you can use your mobile to manage the device and it has so many feature...
READ MORE",3,01-07-2023,akash Jauhari
ACNH89DZFTRPZDSG,Side swing is not automatic u have to set manually i think its good for a very small size room where air flow will rotate from wall  dont know why company didnt mentioned this in description .. may be ppl will not buy coz everyone want air flow in every corner..,3,01-05-2022,Deepak Soni
ACNH89DZFTRPZDSG,"Product is very good and delivery . But the only thing is installation persons are installed my ac outdoor unit it sounds, they are very roughly installed.",3,01-03-2021,Kurpu Suresh Babu
ACNH89DZFTRPZDSG,Good,5,01-03-2022,Abhi Chaudhary
ACNH89DZFTRPZDSG,"Nice product from the Indian brand. I was looking to buy Daikin or Hitachi but got the best deal during the BBD sale so bought this one.
My ratings will be following:

1. 4.5/5: Coolin is good, my room is around 140sqft and it cools down it within 10 mins.
2. 5/5: Installation was next day the delivery. Guys were good and humble.
3. 5/5: Quality : Both indoor and outdoor unit's quality is good.
4. Power consumption: I will update it after one month of my usage.
5. Remote : Here i feel IFB cou...
READ MORE",5,01-10-2021,Sunny Lodh
ACNH89DZFTRPZDSG,IFB IS A BEST BRAND OF ELECTRONIC ITESM THIS AC IS GOOD COOLING SYSTEM AND 5 STAR BEST AC ON OTHER BRAND,4,01-10-2022,Akash banshpal
ACNH89DZFTRPZDSG,"Good ac. Compared to other brands, price is a bit lesser and the warranty remains the same like other brands.

Cooling time is nearly 15 to 20 minutes for my 160sq.ft room keeping the room in isolated closing all the door and windows with no air gaps.

Not sure about energy efficiency . Will update this after 2months of usage.
I didnt get any noise issues on this ac.
Cons
They are currently assigning to third party vendors for service or installation. It depends on your luck how well the tec...
READ MORE",4,01-05-2024,Udaya Prasath Marannan
ACNH89DZFTRPZDSG,Best in price and power consumption u can buy under 40 k the best one,4,01-05-2022,RAMU Ram MoHaN RAO. G
ACNH89DZFTRPZDSG,Very nice cooling . elegant design and received with nice discount,5,01-03-2024,aila krishna teja
ACNH89DZFTRPZDSG,Product is of great quality and I really like the features. The only problem is that the horizontal flip is manual but it has dedicated button on the remote.,5,01-05-2024,Ankit Dyeonia
ACNH89DZFTRPZDSG,V good,5,01-06-2022,Velidi venkata Ajayraj
ACNH89DZFTRPZDSG,"Little bit noisy when the fan speed is full
Other than that everything is nice
Just go for it

I was editing my review after one month of usage

Total gas has been leaked from the ODU. This is due to low quality copper pipes these were broken at the tips.

If they provide high quality copper pipes that will be better. Any way those will be in warranty.

Please change the quality of copper pipes",4,01-03-2021,Hemanth Kumar
ACNH89DZFTRPZDSG,It just takes 5 to 10 min to cool the entire room chill at Vijayawada my home town which holds 40 Deg Temp.IFB Service is good.,5,01-10-2015,Adusumilli Naveen
ACNH89DZFTRPZDSG,"Superb quality, high speed fan, able to cool my hall 14*24

Earlier I wa thinking to buy 2ton, but this ac is simply amazing.",5,01-05-2021,Shruti Fizee Gupta
ACNH89DZFTRPZDSG,I like IFB Products. Because low Maintenance and low power consumption. And also Made in India Product. I Love My India. Cooling is very fast. With in 10 mins.,5,01-05-2022,Busupalli Damodhar
ACNH89DZFTRPZDSG,"Must buy low noise and efficient cooling .
Overall a nice product",5,01-04-2025,Flipkart Customer
ACNH89DZFTRPZDSG,"Timely delivery, installation and wonderful demonstration by the team. Thank u, appreciate your support",5,01-06-2021,Jeetesh Khandelwal
ACNH89DZFTRPZDSG,When my installation be done?,5,01-04-2021,Poonam Tripathi
ACNH89DZFTRPZDSG,Go without second thought because excellent cooling with silent working with great power savings compare with other brands and IFB from INDIAN company no need worry for spare parts in feature,5,01-03-2021,rajendra prasad
ACNH89DZFTRPZDSG,"Everything is good, but please note they don't provide stand,please buy it itself from the market, otherwise they put some local stand with high cost,. Else everything is good.",4,01-06-2021,HARSH GUPTA
ACNH89DZFTRPZDSG,"Not fast cooling,
Cooling processing very slow and remote quality very poor & not a smart remote",3,01-07-2022,Jyotiranjan Sahu
ACNH89DZFTRPZDSG,It's a good product cooling super very nice product I liket,5,01-08-2022,Flipkart Customer
ACNH89DZFTRPZDSG,Awesome purchase,5,01-02-2021,SAURABH KUMAR VERMA
ACNH89DZFTRPZDSG,I was scared while buying but after installation done i feel like ice berg. Mainly cooling of the ac is awesome fast and accurate. Compressor looks premium nd weather proof. One of the best ac in 2021. Anything gng to buy this .... My suggestion is plz go with this without thinking anything. Best in all.,5,01-06-2021,Raju Geddam
ACNH89DZFTRPZDSG,I got the 1.5T 5star IFB AC for 36k. I think it’s a good value buy for that amount. It cools the room very quickly even on 27C. I would recommend buying it at this price and look at other offerings if you can’t find this AC cheaper as this lacks a few modern features such as Wifi which I don’t care personally for.,5,01-03-2022,kshitij gulati
ACNH89DZFTRPZDSG,Overall good product and energy saving.. I have received 10 foot pipes and remote battery too.,4,01-06-2022,Flipkart Customer
ACNH89DZFTRPZDSG,Good product,4,01-05-2022,TARUN GOR
ACNH89DZFTRPZDSG,Nice product,4,01-04-2022,Flipkart Customer
ACNH89DZFTRPZDSG,Chill bro,5,01-05-2022,venkata vamsi
ACNH89DZFTRPZDSG,"Very fast cooling AC
Wroth of every penny",5,01-03-2021,srinu.P
ACNH89DZFTRPZDSG,"AC Very Good with Very fast cooling and with sexy Design . As per the cost it is very good compare to other products.

Only one things IFB need to Improve that is commitments with Installation partner and installation time .",4,01-04-2024,Jayanta Bera
ACNH89DZFTRPZDSG,Cooling capacity is less since 100% capacity is only 4700w.Takes rime ro cool. Noise is little higher.,4,01-03-2024,D S Raju
ACNH89DZFTRPZDSG,Good product i happy,5,01-04-2023,Pradeep Choubey
ACNH89DZFTRPZDSG,Our proud indian product wonderful great product against money,5,01-10-2021,Nirav Patel
ACNH89DZFTRPZDSG,Good product value for money thank you Flipkart,5,01-04-2025,Sami Khan
REMFERNGKUVENVWQ,"very nice airtel
remote",5,01-08-2021,Anshu Kumar
REMFERNGKUVENVWQ,Remote working properly and also the delivery boy is very good,5,01-10-2021,Flipkart Customer
REMFERNGKUVENVWQ,Almost good product,5,01-01-2022,Sourav Jha
REMFERNGKUVENVWQ,Nice product,4,01-06-2020,Jitendra Verma
REMFERNGKUVENVWQ,Perfect matched with my old airtel digital tv remote wonderful product. And also worked very well 🤩,5,01-02-2022,Riya Kumari
REMFERNGKUVENVWQ,Good product,4,01-12-2022,Satish Palina satish
REMFERNGKUVENVWQ,"Very good
100% Original product",4,01-05-2022,Ramesh K
REMFERNGKUVENVWQ,Good delivery good prodect,4,01-11-2021,K devi k surya K devi k surya
REMFERNGKUVENVWQ,It is working fine,4,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,"Good Item,Quality Product",4,01-07-2021,ashfak Boliyar
REMFERNGKUVENVWQ,Nice product in this price range.working properly with sd box.,4,01-03-2021,Riyaz Tak
REMFERNGKUVENVWQ,Very good,5,01-12-2022,JAY SHANKAR KUMAR
REMFERNGKUVENVWQ,Nice but product quality poor,5,01-12-2022,SAKTHIVEL GOVINDAN
REMFERNGKUVENVWQ,Vry nice,5,01-11-2022,suraj molla
REMFERNGKUVENVWQ,Working as expected. Value for money. Original. Quality is very good.,5,01-10-2022,Pawan Kumar
REMFERNGKUVENVWQ,Good quality and working properly,5,01-08-2022,manish saxena
REMFERNGKUVENVWQ,Love,5,01-07-2022,Flipkart Customer
REMFERNGKUVENVWQ,I like it,5,01-07-2022,Dharmendra Kumar
REMFERNGKUVENVWQ,Nice same to previous remote,5,01-06-2022,Kiran singh
REMFERNGKUVENVWQ,Nice remote,5,01-05-2022,Pranjal Suryavanshi
REMFERNGKUVENVWQ,Good quality,5,01-05-2022,Deepak PATIL
REMFERNGKUVENVWQ,Very nicely done,5,01-05-2022,Start Sethy
REMFERNGKUVENVWQ,"Remote is working properly
You can buy it",5,01-05-2022,Flipkart Customer
REMFERNGKUVENVWQ,Working perfectly fine for our Airtel DTH Set Top Box.,5,01-04-2022,Nidhi Chawla
REMFERNGKUVENVWQ,Excellent,5,01-03-2022,Vijay Soni
REMFERNGKUVENVWQ,Nice original remote worked well with the Airtel dth box. Came in good packing and also had batteries,5,01-01-2022,Tarun
REMFERNGKUVENVWQ,"Appears good, started using out of the box after putting two AAA cells supplied with pack without any pairing required. Great product reasonably priced.",5,01-01-2022,Vijay Jha
REMFERNGKUVENVWQ,Very good product,5,01-12-2021,Randhir singh Sarao
REMFERNGKUVENVWQ,Best and original product,5,01-12-2021,Parvesh Kumar
REMFERNGKUVENVWQ,Product is good but delivery take time,5,01-11-2021,Flipkart Customer
REMFERNGKUVENVWQ,Nice product and good packing,5,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,Works as it Should,5,01-09-2021,Parimal Saha
REMFERNGKUVENVWQ,Very nice product.,5,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,Nice Products,5,01-07-2021,Vijay Singh
REMFERNGKUVENVWQ,Happy,5,01-07-2021,Flipkart Customer
REMFERNGKUVENVWQ,Very Good,5,01-06-2021,Sagar Koli
REMFERNGKUVENVWQ,It's good,5,01-01-2021,UPENDRA SINHA
REMFERNGKUVENVWQ,Remote is working very good,5,01-01-2021,Yadunandan Sharma
REMFERNGKUVENVWQ,Average quality,3,01-11-2022,Dheeraj Kumar
REMFERNGKUVENVWQ,Good .but delivered too late.,3,01-09-2022,Flipkart Customer
REMFERNGKUVENVWQ,It can't pair with LG TV remote,3,01-05-2022,Amit Kumar
REMFERNGKUVENVWQ,It's ready to ok,3,01-01-2022,Naveed Khan
REMFERNGKUVENVWQ,Thanks,3,01-01-2022,Flipkart Customer
REMFERNGKUVENVWQ,Notworking well.. Some times flashing,3,01-12-2021,Vishnumurthy Abhimalla
REMFERNGKUVENVWQ,Power On button not working,3,01-03-2021,Ranvir Singh
REMFERNGKUVENVWQ,Very very Bad,3,01-11-2020,Ashok Kumar
REMFERNGKUVENVWQ,working osm,3,01-05-2019,Vignesh Erpula
REMFERNGKUVENVWQ,Great product and original,4,05-08-2025,Priyanka Borgohain
REMFERNGKUVENVWQ,It's ok,5,01-08-2025,SHARAD JAMDAR
REMFERNGKUVENVWQ,Working perfectly,5,25-07-2025,Anil Kishore
IRNGEYDTGHPPDDVM,Nice product from Orient Electric,4,01-09-2022,RAJIV KUMAR SINGH
IRNGEYDTGHPPDDVM,"- Good for daily use.
- Easy to press as it has nice grip to hold between hands.
- One draw back is the power cord length which is normal , It's length should have been more than normal. However you can press well by connecting it with the nearby Power point.
- All the clothes mode are working properly.
- If you are thinking to have a iron you can definitely go with this one but you should use it nearby Power supply.
- Durable for use.",4,01-03-2024,Md Rashid
IRNGEYDTGHPPDDVM,Osm  quality like premium I loved it and prefer to buy it,4,01-11-2022,Vikash Kumar
IRNGEYDTGHPPDDVM,Good product,5,01-02-2023,Ratit Bhardwaj
IRNGEYDTGHPPDDVM,Super product Orient Iron love it thanks Flipkart,5,01-11-2022,Mahmood Alam
IRNGEYDTGHPPDDVM,"Quality is good, affordable love it in this price (must buy)",5,01-09-2023,Flipkart Customer
IRNGEYDTGHPPDDVM,Excellent,5,Today,ROHIT SINGH
